Tema;Ramo do direito;Assuntos;Tese Firmada;Anotações NUGEPNAC;Informações Complementares;Repercussão Geral
41;DIREITO DO CONSUMIDOR;(1156) DIREITO DO CONSUMIDOR;Da anotação irregular em cadastro de proteção ao crédito, não cabe indenização por dano moral, quando preexistente legítima inscrição, ressalvado o direito ao cancelamento.;Processos destacados de ofício pelo relator.<br /><br>A ausência de prévia comunicação ao consumidor da inscrição do seu nome em cadastros de proteção ao crédito, prevista no art. 43, § 2º, do CDC, enseja o direito à compensação por danos morais, <b>salvo quando preexista inscrição desabonadora regularmente realizada.</b>;-;Tema 232/STF - Indenização por danos morais decorrentes de inscrição indevida em cadastro de inadimplentes.
41;DIREITO DO CONSUMIDOR;(1156) DIREITO DO CONSUMIDOR;Da anotação irregular em cadastro de proteção ao crédito, não cabe indenização por dano moral, quando preexistente legítima inscrição, ressalvado o direito ao cancelamento.;Processos destacados de ofício pelo relator.<br /><br>A ausência de prévia comunicação ao consumidor da inscrição do seu nome em cadastros de proteção ao crédito, prevista no art. 43, § 2º, do CDC, enseja o direito à compensação por danos morais, <b>salvo quando preexista inscrição desabonadora regularmente realizada.</b>;-;Tema 232/STF - Indenização por danos morais decorrentes de inscrição indevida em cadastro de inadimplentes.
42;DIREITO PROCESSUAL CIVIL E DO TRABALHO;(9192) Tutela Provisória, (8826) DIREITO PROCESSUAL CIVIL E DO TRABALHO;"Falta ao autor interesse de agir para a ação em que postula a obtenção de documentos com dados societários, se não logra demonstrar haver apresentado requerimento formal à ré nesse sentido.
";"Processos destacados de ofício pelo relator.<br />
Na ação cautelar para exibição de documentos societários, o interesse de agir é demonstrado pela apresentação de cópia do requerimento formal na via administrativa e do comprovante de pagamento dos custos correspondentes à emissão dos documentos societários, quando exigido pela empresa.
";"BRASIL TELECOM S/A
";-
42;DIREITO PROCESSUAL CIVIL E DO TRABALHO;(9192) Tutela Provisória, (8826) DIREITO PROCESSUAL CIVIL E DO TRABALHO;"Falta ao autor interesse de agir para a ação em que postula a obtenção de documentos com dados societários, se não logra demonstrar haver apresentado requerimento formal à ré nesse sentido.
";"Processos destacados de ofício pelo relator.<br />
Na ação cautelar para exibição de documentos societários, o interesse de agir é demonstrado pela apresentação de cópia do requerimento formal na via administrativa e do comprovante de pagamento dos custos correspondentes à emissão dos documentos societários, quando exigido pela empresa.
";"BRASIL TELECOM S/A
";-
43;DIREITO PROCESSUAL CIVIL E DO TRABALHO;(8826) DIREITO PROCESSUAL CIVIL E DO TRABALHO;"A comprovação do pagamento do 'custo do serviço' referente ao fornecimento de certidão de assentamentos constantes dos livros da companhia é requisito de procedibilidade da ação de exibição de documentos ajuizada em face da sociedade anônima.
";"Processos destacados de ofício pelo relator.<br />
Na ação cautelar para exibição de documentos societários, o interesse de agir é demonstrado pela apresentação de cópia do requerimento formal na via administrativa e do comprovante de pagamento dos custos correspondentes à emissão dos documentos societários, quando exigido pela empresa.
";"BRASIL TELECOM S/A
";-
43;DIREITO PROCESSUAL CIVIL E DO TRABALHO;(8826) DIREITO PROCESSUAL CIVIL E DO TRABALHO;"A comprovação do pagamento do 'custo do serviço' referente ao fornecimento de certidão de assentamentos constantes dos livros da companhia é requisito de procedibilidade da ação de exibição de documentos ajuizada em face da sociedade anônima.
";"Processos destacados de ofício pelo relator.<br />
Na ação cautelar para exibição de documentos societários, o interesse de agir é demonstrado pela apresentação de cópia do requerimento formal na via administrativa e do comprovante de pagamento dos custos correspondentes à emissão dos documentos societários, quando exigido pela empresa.
";"BRASIL TELECOM S/A
";-
44;DIREITO CIVIL;(899) DIREITO CIVIL, (5632) Prescrição e Decadência;"A prescrição incidente nas ações que visem à subscrição complementar de ações rege-se pelo prazo vintenário ou decenário, conforme as regras do anterior ou do atual Código Civil.
";"Processos destacados de ofício pelo relator.<br />
As demandas em que se discute o direito à complementação de ações em face do descumprimento de contrato de participação financeira firmado com sociedade anônima prescrevem nos prazos previstos no artigo 177 do Código Civil revogado e artigos 205 e 2.028 do Novo Código Civil, por se tratar de pretensão de natureza pessoal.
";"BRASIL TELECOM S/A.
";-
45;DIREITO CIVIL;(899) DIREITO CIVIL, (5632) Prescrição e Decadência;"Quanto aos dividendos, só prescreveria o direito a partir do reconhecimento do direito à diferença das ações.
";"Processos destacados de ofício pelo relator.<br />
O direito aos dividendos só prescreve a partir do reconhecimento do direito à diferença (complementação) de ações.
";"BRASIL TELECOM S/A.
";-
46;DIREITO CIVIL;(9617) Espécies de Sociedades, (9616) Empresas, (899) DIREITO CIVIL, (9623) Anônima, (90002) Subscrição de Ações;"Nos contratos de participação financeira para a aquisição de linha telefônica, o Valor Patrimonial da Ação (VPA) é apurado com base no balancete do mês da integralização.
";"Processos destacados de ofício pelo relator.<br />
A complementação buscada por adquirentes de linha telefônica mediante contrato de participação financeira deve tomar como referência o valor patrimonial da ação apurado com base no balancete do mês da respectiva integralização.
";"BRASIL TELECOM S/A.
";-
46;DIREITO CIVIL;(9617) Espécies de Sociedades, (9616) Empresas, (899) DIREITO CIVIL, (9623) Anônima, (90002) Subscrição de Ações;"Nos contratos de participação financeira para a aquisição de linha telefônica, o Valor Patrimonial da Ação (VPA) é apurado com base no balancete do mês da integralização.
";"Processos destacados de ofício pelo relator.<br />
A complementação buscada por adquirentes de linha telefônica mediante contrato de participação financeira deve tomar como referência o valor patrimonial da ação apurado com base no balancete do mês da respectiva integralização.
";"BRASIL TELECOM S/A.
";-
47;DIREITO PROCESSUAL CIVIL E DO TRABALHO;(8826) DIREITO PROCESSUAL CIVIL E DO TRABALHO, (9192) Tutela Provisória;"A presunção de veracidade contida no art. 359 do Código de Processo Civil não se aplica às ações cautelares de exibição de documentos.
";"Processos destacados de ofício pelo relator.<br />
A presunção de veracidade contida no art. 359 do Código de Processo Civil, na hipótese de o requerido não efetuar a exibição de documento, não se aplica às ações cautelares de exibição de documentos.
";-;-
48;DIREITO CIVIL;(899) DIREITO CIVIL, (10585) Capitalização / Anatocismo, (11805) Tabela Price, (4839) Sistema Financeiro da Habitação;"Nos contratos celebrados no âmbito do Sistema Financeiro da Habitação, é vedada a capitalização de juros em qualquer periodicidade, mas não cabe ao STJ, todavia, aferir se há capitalização de juros com a utilização da Tabela Price, por força das Súmulas 5 e 7.
";"Processos destacados de ofício pelo relator.<br />
1. ""A apuração correta do quantum, por certo, demandará realização da necessária perícia"".<br />
2. Ver o Recurso Repetitivo no REsp 1.095.852/PR que, dando interpretação ao presente julgado, definiu que ""se o pagamento mensal não for suficiente para a quitação sequer dos juros, a determinação de lançamento dos juros vencidos e não pagos em conta separada, sujeita apenas à correção monetária, com o fim exclusivo de evitar a prática de anatocismo, encontra amparo na jurisprudência atual do STJ.""
";"Tabela Price.
";Tema 33/STF - Relevância e urgência da medida provisória nº 2.170-36/2001 que disciplina a capitalização de juros com periodicidade inferior a um ano nas operações realizadas pelas instituições integrantes do Sistema Financeiro Nacional., Tema 200/STF - Critério de reajuste de saldo devedor de contrato de mútuo firmado no âmbito do Sistema Financeiro da Habitação para posterior amortização.
48;DIREITO CIVIL;(899) DIREITO CIVIL, (10585) Capitalização / Anatocismo, (11805) Tabela Price, (4839) Sistema Financeiro da Habitação;"Nos contratos celebrados no âmbito do Sistema Financeiro da Habitação, é vedada a capitalização de juros em qualquer periodicidade, mas não cabe ao STJ, todavia, aferir se há capitalização de juros com a utilização da Tabela Price, por força das Súmulas 5 e 7.
";"Processos destacados de ofício pelo relator.<br />
1. ""A apuração correta do quantum, por certo, demandará realização da necessária perícia"".<br />
2. Ver o Recurso Repetitivo no REsp 1.095.852/PR que, dando interpretação ao presente julgado, definiu que ""se o pagamento mensal não for suficiente para a quitação sequer dos juros, a determinação de lançamento dos juros vencidos e não pagos em conta separada, sujeita apenas à correção monetária, com o fim exclusivo de evitar a prática de anatocismo, encontra amparo na jurisprudência atual do STJ.""
";"Tabela Price.
";Tema 33/STF - Relevância e urgência da medida provisória nº 2.170-36/2001 que disciplina a capitalização de juros com periodicidade inferior a um ano nas operações realizadas pelas instituições integrantes do Sistema Financeiro Nacional., Tema 200/STF - Critério de reajuste de saldo devedor de contrato de mútuo firmado no âmbito do Sistema Financeiro da Habitação para posterior amortização.
49;DIREITO CIVIL;(899) DIREITO CIVIL, (4839) Sistema Financeiro da Habitação;"O art. 6º, e, da Lei n. 4.380/1964 não estabelece limitação aos juros remuneratórios nos contratos vinculados ao SFH.
";"Processos destacados de ofício pelo relator.
";-;-
49;DIREITO CIVIL;(899) DIREITO CIVIL, (4839) Sistema Financeiro da Habitação;"O art. 6º, e, da Lei n. 4.380/1964 não estabelece limitação aos juros remuneratórios nos contratos vinculados ao SFH.
";"Processos destacados de ofício pelo relator.
";-;-
50;DIREITO PROCESSUAL CIVIL E DO TRABALHO;(4847) Seguro;-;<p>Processos destacados de ofício pelo relator.<br />Em sessão realizada em 13/11/2024, a Segunda Seção tornou sem efeito o acórdão proferido e afetou o recurso à Corte Especial.</p>;-;Tema 1011/STF - Controvérsia relativa à existência de interesse jurídico da Caixa Econômica Federal para ingressar como parte ou terceira interessada nas ações envolvendo seguros de mútuo habitacional no âmbito do Sistema Financeiro de Habitação e, consequentemente, à competência da Justiça Federal para o processamento e o julgamento das ações dessa natureza.
50;DIREITO PROCESSUAL CIVIL E DO TRABALHO;(4847) Seguro;-;<p>Processos destacados de ofício pelo relator.<br />Em sessão realizada em 13/11/2024, a Segunda Seção tornou sem efeito o acórdão proferido e afetou o recurso à Corte Especial.</p>;-;Tema 1011/STF - Controvérsia relativa à existência de interesse jurídico da Caixa Econômica Federal para ingressar como parte ou terceira interessada nas ações envolvendo seguros de mútuo habitacional no âmbito do Sistema Financeiro de Habitação e, consequentemente, à competência da Justiça Federal para o processamento e o julgamento das ações dessa natureza.
50;DIREITO PROCESSUAL CIVIL E DO TRABALHO;(4847) Seguro;-;<p>Processos destacados de ofício pelo relator.<br />Em sessão realizada em 13/11/2024, a Segunda Seção tornou sem efeito o acórdão proferido e afetou o recurso à Corte Especial.</p>;-;Tema 1011/STF - Controvérsia relativa à existência de interesse jurídico da Caixa Econômica Federal para ingressar como parte ou terceira interessada nas ações envolvendo seguros de mútuo habitacional no âmbito do Sistema Financeiro de Habitação e, consequentemente, à competência da Justiça Federal para o processamento e o julgamento das ações dessa natureza.
50;DIREITO PROCESSUAL CIVIL E DO TRABALHO;(4847) Seguro;-;<p>Processos destacados de ofício pelo relator.<br />Em sessão realizada em 13/11/2024, a Segunda Seção tornou sem efeito o acórdão proferido e afetou o recurso à Corte Especial.</p>;-;Tema 1011/STF - Controvérsia relativa à existência de interesse jurídico da Caixa Econômica Federal para ingressar como parte ou terceira interessada nas ações envolvendo seguros de mútuo habitacional no âmbito do Sistema Financeiro de Habitação e, consequentemente, à competência da Justiça Federal para o processamento e o julgamento das ações dessa natureza.
51;DIREITO CIVIL;(4847) Seguro;-;<p>Processos destacados de ofício pelo relator.<br />O FESA (Fundo de Equalização de Sinistralidade da Apólice de Seguro Habitacional - SH) é uma subconta do Fundo de Compensação de Variações Salariais - FCVS.<br /><br /><b>EREsp 1091363/SC</b> - Proferido despacho de mero expediente determinando remessa dos autos ao relator para juízo de retratação. (DJe de 2/10/2023)</p><p>Em sessão realizada em 13/11/2024, a Segunda Seção tornou sem efeito o acórdão proferido e afetou o recurso à Corte Especial.</p>;-;Tema 1011/STF - Controvérsia relativa à existência de interesse jurídico da Caixa Econômica Federal para ingressar como parte ou terceira interessada nas ações envolvendo seguros de mútuo habitacional no âmbito do Sistema Financeiro de Habitação e, consequentemente, à competência da Justiça Federal para o processamento e o julgamento das ações dessa natureza.
