Tipo,Número,Situação,Processos Representativos,Data Afetação,Data Desafetação,Data Julgamento,Data Publicação,Data Trâns. Julgado,Ramo Direito,Assunto,Controvérsia,Tese Firmada,Ementa,Ratio Decidendi,Referência Legislativa,Decisão Admissão/Afetação,Acórdão da Admissão ou Afetação do Precedente,Acórdão do Julgamento do Mérito do Precedente,Observações,Limite Suspensão,Detalhamento abrangência suspensão específica,Decisão Suspensão,Data da Determinação de Suspensão de Processos,Link da Decisão de Suspensão,Titulo
Tema STJ,188,Transitado em julgado,,29/06/2009,,28/04/2010,05/05/2010,02/09/2010,DIREITO PREVIDENCIÁRIO,Aposentadoria por Incapacidade Permanente,BENEFÍCIO CONCEDIDO ANTES DA CONSTITUIÇÃO FEDERAL VIGENTE. SALÁRIO-DE-CONTRIBUIÇÃO. CORREÇÃO MONETÁRIA.,"É incabível a correção monetária dos salários de contribuição considerados no cálculo do salário de benefício de auxílio-doença, aposentadoria por invalidez, pensão ou auxílio-reclusão concedidos antes da vigência da CF/1988.",,,,,,,,Não Suspender,,,,,"Tema 188 - Aposentadoria por Incapacidade Permanente - É incabível a correção monetária dos salários de contribuição considerados no cálculo do salário de benefício de auxílio-doença, aposentadoria por invalidez, pensão ou auxílio-reclusão concedidos antes da vigência da CF/1988."
Tema STJ,190,Transitado em julgado,,29/06/2009,,26/10/2011,08/06/2012,10/08/2012,DIREITO PENAL,Aplicação da Pena,"Questão referente à fixação da pena abaixo do mínimo legal na segunda fase da dosimetria, bem como a determinação de que o percentual de redução previsto no § 4º do art. 33 da Lei n. 11.343/2006, incida sobre o caput do mesmo artigo, caso seja mais benéfi","O critério trifásico de individualização da pena, trazido pelo art. 68 do Código Penal, não permite ao Magistrado extrapolar os marcos mínimo e máximo abstratamente cominados para a aplicação da sanção penal.",,,,,,,,Não Suspender,,,,,"Tema 190 - Aplicação da Pena - O critério trifásico de individualização da pena, trazido pelo art. 68 do Código Penal, não permite ao Magistrado extrapolar os marcos mínimo e máximo abstratamente cominados para a aplicação da sanção penal."
Tema STJ,191,Transitado em julgado,,29/06/2009,,26/10/2011,08/06/2012,10/08/2012,DIREITO PENAL,Atos de Terrorismo,"Questão referente à fixação da pena abaixo do mínimo legal na segunda fase da dosimetria, bem como a determinação de que o percentual de redução previsto no § 4º do art. 33 da Lei n. 11.343/2006, incida sobre o caput do mesmo artigo, caso seja mais benéfi","É cabível a aplicação retroativa da Lei n. 11.343/2006, desde que o resultado da incidência das suas disposições, na íntegra, seja mais favorável ao réu do que o advindo da utilização da Lei 6.368/76, sendo vedada a combinação de leis.",,,,,,,,Não Suspender,,,,,"Tema 191 - Atos de Terrorismo - É cabível a aplicação retroativa da Lei n. 11.343/2006, desde que o resultado da incidência das suas disposições, na íntegra, seja mais favorável ao réu do que o advindo da utilização da Lei 6.368/76, sendo vedada a combinação de leis."
Tema STJ,199,Transitado em julgado,,18/08/2009,,11/11/2009,25/11/2009,10/02/2010,DIREITO PROCESSUAL CIVIL E DO TRABALHO,Taxa SELIC,"Questão referente à utilização da taxa SELIC como índice de correção monetária e de juros de mora, na atualização dos débitos tributários pagos em atraso, diante da existência de Lei Estadual que determina a adoção dos mesmos critérios adotados na correçã","A Taxa SELIC é legítima como índice de correção monetária e de juros de mora, na atualização dos débitos tributários pagos em atraso, diante da existência de Lei Estadual que determina a adoção dos mesmos critérios adotados na correção dos débitos fiscais",,,,,,,,Não Suspender,,,,,"Tema 199 - Taxa SELIC - A Taxa SELIC é legítima como índice de correção monetária e de juros de mora, na atualização dos débitos tributários pagos em atraso, diante da existência de Lei Estadual que determina a adoção dos mesmos critérios adotados na correção dos débitos fiscais"
Tema STJ,210,Transitado em julgado,,27/08/2009,,24/02/2010,08/03/2010,29/03/2012,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Desapropriação,"Questão referente à ação de desapropriação por utilidade pública, em que o acórdão recorrido decidiu que (a) os juros moratórios são incidentes a partir do trânsito em julgado; (b) a cumulação dos juros compensatórios e moratórios não implica em anatocism",O termo inicial dos juros moratórios em desapropriações é o dia 1º de janeiro do exercício seguinte àquele em que o pagamento deveria ser feito.,,,,,,,,Não Suspender,,,,,Tema 210 - Desapropriação - O termo inicial dos juros moratórios em desapropriações é o dia 1º de janeiro do exercício seguinte àquele em que o pagamento deveria ser feito.
Tema STJ,213,Transitado em julgado,,10/08/2009,,12/05/2010,06/08/2010,08/09/2010,DIREITO PREVIDENCIÁRIO,Auxílio-Acidente (Art. 86),AUXÍLIO-ACIDENTE. ART. 86 DA LEI 8.213/91. REQUISITO PARA A CONCESSÃO DO BENEFÍCIO. ALEGAÇÃO DE NECESSIDADE DE COMPROVAÇÃO DA EFETIVA REDUÇÃO DA CAPACIDADE LABORATIVA DO SEGURADO.,"Para a concessão de auxílio-acidente fundamentado na perda de audição (...), é necessário que a sequela seja ocasionada por acidente de trabalho e que acarrete uma diminuição efetiva e permanente da capacidade para a atividade que o segurado habitualmente",,,,,,,,Não Suspender,,,,,"Tema 213 - Auxílio-Acidente (Art. 86) - Para a concessão de auxílio-acidente fundamentado na perda de audição (...), é necessário que a sequela seja ocasionada por acidente de trabalho e que acarrete uma diminuição efetiva e permanente da capacidade para a atividade que o segurado habitualmente"
Tema STJ,218,Transitado em julgado,,08/09/2009,,15/09/2010,23/11/2010,15/12/2010,DIREITO PROCESSUAL CIVIL E DO TRABALHO,DIREITO PROCESSUAL CIVIL E DO TRABALHO,Questão referente à necessidade da comprovação do esgotamento das diligências para localização de bens de propriedade do devedor para a realização das providências previstas no art. 655-A do CPC.,"A penhora on line, antes da entrada em vigor da Lei n. 11.382/2006, configura-se como medida excepcional, cuja efetivação está condicionada à comprovação de que o credor tenha tomado todas as diligências no sentido de localizar bens livres e desembaraçado",,,,,,,,Não Suspender,,,,,"Tema 218 - DIREITO PROCESSUAL CIVIL E DO TRABALHO - A penhora on line, antes da entrada em vigor da Lei n. 11.382/2006, configura-se como medida excepcional, cuja efetivação está condicionada à comprovação de que o credor tenha tomado todas as diligências no sentido de localizar bens livres e desembaraçado"
Tema STJ,219,Transitado em julgado,,08/09/2009,,15/09/2010,23/11/2010,15/12/2010,DIREITO PROCESSUAL CIVIL E DO TRABALHO,DIREITO PROCESSUAL CIVIL E DO TRABALHO,Questão referente à necessidade da comprovação do esgotamento das diligências para localização de bens de propriedade do devedor para a realização das providências previstas no art. 655-A do CPC.,"Após o advento da Lei n. 11.382/2006, o Juiz, ao decidir acerca da realização da penhora on line, não pode mais exigir a prova, por parte do credor, de exaurimento de vias extrajudiciais na busca de bens a serem penhorados.",,,,,,,,Não Suspender,,,,,"Tema 219 - DIREITO PROCESSUAL CIVIL E DO TRABALHO - Após o advento da Lei n. 11.382/2006, o Juiz, ao decidir acerca da realização da penhora on line, não pode mais exigir a prova, por parte do credor, de exaurimento de vias extrajudiciais na busca de bens a serem penhorados."
Tema STJ,221,Transitado em julgado,,15/09/2009,,14/12/2011,01/02/2012,07/03/2012,DIREITO PENAL,Corrupção de Menores,"Questiona-se se o crime de corrupção de menores afigura-se formal: é que o resultado ínsito ao art. 1o. da Lei 2.252/54 - a corrupção, a degradação moral do menor - evidencia-se da consumação ou mesmo da tentativa, do próprio ilícito perpetrado pelo agent","A configuração do crime do art. 244-B do ECA independe da prova da efetiva corrupção do menor, por se tratar de delito formal.",,,,,,,,Não Suspender,,,,,"Tema 221 - Corrupção de Menores - A configuração do crime do art. 244-B do ECA independe da prova da efetiva corrupção do menor, por se tratar de delito formal."
Tema STJ,232,Transitado em julgado,,28/09/2009,,14/04/2010,29/04/2010,14/06/2010,DIREITO TRIBUTÁRIO,Contribuições Sociais,"Definir se a restituição dos valores indevidamente recolhidos a título de contribuição previdenciária depende da comprovação de que não houve a transferência do custo para o consumidor, consoante estabelece o art. 89, § 1º, da Lei 8.213/91.","Na repetição do indébito tributário referente a recolhimento de tributo direto, não se impõe a comprovação de que não houve repasse do encargo financeiro decorrente da incidência do imposto ao consumidor final, contribuinte de fato.",,,,,,,,Não Suspender,,,,,"Tema 232 - Contribuições Sociais - Na repetição do indébito tributário referente a recolhimento de tributo direto, não se impõe a comprovação de que não houve repasse do encargo financeiro decorrente da incidência do imposto ao consumidor final, contribuinte de fato."
Tema STJ,233,Transitado em julgado,,28/09/2009,,12/05/2010,19/05/2010,06/07/2010,DIREITO CIVIL,Mútuo,"Discute sobre a legalidade da cobrança de juros remuneratórios devidos em contratos bancários, desde que (i) não haja prova da taxa pactuada ou (ii) a cláusula ajustada entre as partes não tenha indicado o percentual a ser observado.","Nos contratos de mútuo em que a disponibilização do capital é imediata, o montante dos juros remuneratórios praticados deve ser consignado no respectivo instrumento. Ausente a fixação da taxa no contrato o juiz deve limitar os juros à média de mercado nas",,,,,,,,Não Suspender,,,,,"Tema 233 - Mútuo - Nos contratos de mútuo em que a disponibilização do capital é imediata, o montante dos juros remuneratórios praticados deve ser consignado no respectivo instrumento. Ausente a fixação da taxa no contrato o juiz deve limitar os juros à média de mercado nas"
Tema STJ,234,Transitado em julgado,,28/09/2009,,12/05/2010,19/05/2010,06/07/2010,DIREITO CIVIL,DIREITO CIVIL,"Discute-se a legalidade da cobrança de juros remuneratórios devidos em contratos bancários, desde que (i) não haja prova da taxa pactuada ou (ii) a cláusula ajustada entre as partes não tenha indicado o percentual a ser observado.","Nos contratos de mútuo em que a disponibilização do capital é imediata, o montante dos juros remuneratórios praticados deve ser consignado no respectivo instrumento. Ausente a fixação da taxa no contrato o juiz deve limitar os juros à média de mercado nas",,,,,,,,Não Suspender,,,,,"Tema 234 - DIREITO CIVIL - Nos contratos de mútuo em que a disponibilização do capital é imediata, o montante dos juros remuneratórios praticados deve ser consignado no respectivo instrumento. Ausente a fixação da taxa no contrato o juiz deve limitar os juros à média de mercado nas"
Tema STJ,237,Transitado em julgado,,30/09/2009,,09/12/2009,01/02/2010,08/03/2010,DIREITO TRIBUTÁRIO,Expedição de Certidão Positiva de Débito com Efeito de Negativa,"Questão referente à possibilidade de oferecimento de garantia, em sede de ação cautelar, para a suspensão da exigibilidade do crédito tributário, cujo respectivo executivo fiscal ainda não foi ajuizado, visando à obtenção de certidão positiva com efeitos ","É possível ao contribuinte, após o vencimento da sua obrigação e antes da execução, garantir o juízo de forma antecipada, para o fim de obter certidão positiva com efeito de negativa.",,,,,,,,Não Suspender,,,,,"Tema 237 - Expedição de Certidão Positiva de Débito com Efeito de Negativa - É possível ao contribuinte, após o vencimento da sua obrigação e antes da execução, garantir o juízo de forma antecipada, para o fim de obter certidão positiva com efeito de negativa."
Tema STJ,242,Transitado em julgado,,02/10/2009,,25/11/2009,18/02/2010,19/10/2010,DIREITO TRIBUTÁRIO,ICMS/ Imposto sobre Circulação de Mercadorias,"Questão referente à possibilidade de creditamento de ICMS incidente sobre a energia elétrica consumida em estabelecimento comercial, à luz da Lei Complementar 87/96.","As atividades de panificação e de congelamento de produtos perecíveis"", 'rotisseria e restaurante', 'açougue e peixaria' e 'frios e laticínios' (...) por supermercado não configuram processo de industrialização de alimentos, (...) razão pela qual inexiste",,,,,,,,Não Suspender,,,,,"Tema 242 - ICMS/ Imposto sobre Circulação de Mercadorias - As atividades de panificação e de congelamento de produtos perecíveis"", 'rotisseria e restaurante', 'açougue e peixaria' e 'frios e laticínios' (...) por supermercado não configuram processo de industrialização de alimentos, (...) razão pela qual inexiste"
Tema STJ,243,Transitado em julgado,,30/09/2009,,20/08/2014,01/12/2014,01/02/2016,DIREITO PROCESSUAL CIVIL E DO TRABALHO,Fraude à Execução,"Questão referente aos requisitos necessários à caracterização da fraude de execução envolvendo bens imóveis, excetuadas as execuções de natureza fiscal.","Para fins do art. 543-c do CPC, firma-se a seguinte orientação: 1.1. É indispensável citação válida para configuração da fraude de execução, ressalvada a hipótese prevista no § 3º do art. 615-A do CPC.1.2. O reconhecimento da fraude de execução depende do",,,,,,,,Não Suspender,,,,,"Tema 243 - Fraude à Execução - Para fins do art. 543-c do CPC, firma-se a seguinte orientação: 1.1. É indispensável citação válida para configuração da fraude de execução, ressalvada a hipótese prevista no § 3º do art. 615-A do CPC.1.2. O reconhecimento da fraude de execução depende do"
Tema STJ,246,Transitado em julgado,,06/10/2009,,08/08/2012,24/09/2012,27/11/2012,DIREITO CIVIL,Capitalização / Anatocismo,"Questão referente à possibilidade ou não de capitalização de juros mensais em contratos bancários, especialmente após a entrada em vigor do art. 5° da Medida Provisória n. 2170-36/2001.","É permitida a capitalização de juros com periodicidade inferior a um ano em contratos celebrados após 31.3.2000, data da publicação da Medida Provisória n. 1.963-17/2000 (em vigor como MP 2.170-36/2001), desde que expressamente pactuada.",,,,,,,,Não Suspender,,,,,"Tema 246 - Capitalização / Anatocismo - É permitida a capitalização de juros com periodicidade inferior a um ano em contratos celebrados após 31.3.2000, data da publicação da Medida Provisória n. 1.963-17/2000 (em vigor como MP 2.170-36/2001), desde que expressamente pactuada."
